season,event_main_group,event_code,event_label,category,gender,rank,athlete,nationality,age_group,total_time
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,78,"Corne Dames, Justin Den Tenter",,25-29,01:01:52
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,79,"Welmer De Boer, Mente De Boer",,25-29,01:01:56
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,80,"Wouter Baas, Cees Bijleveld",,30-34,01:02:05
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,81,"Ronald Boer, Remco Groeneveld",,40-44,01:02:07
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,82,"Chris Schittko, Mischa Bischoff",,25-29,01:02:07
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,83,"Marvin Haronski, Rens Jeucken",,25-29,01:02:13
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,84,"Johannes Henkel, Matti Verhagen",,25-29,01:02:15
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,85,"Ted Koekoek, Boy Viring",,30-34,01:02:20
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,86,"Mats Van Der Zon, Loek Gozeling",,25-29,01:02:21
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,87,"Joeri Marcus, Merwin Korterink",,25-29,01:02:25
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,88,"Jim Schild, Wiggert Kalis",,35-39,01:02:28
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,89,"Tom Sanen, Luc Hopmans",,25-29,01:02:29
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,90,"Dave Arensman, Paul Van De Zande",,30-34,01:02:41
Season 8,2025 Utrecht,HD_Utrecht2025_OVERALL,HYROX DOUBLES - Overall,HYROX DOUBLES,M,91,"Jesper Van Dam, Wessel Heil",,16-24,01:02:48
