season,event_main_group,event_code,event_label,category,gender,rank,athlete,nationality,age_group,total_time
Season 2,2020 Karlsruhe,HD_999999212F07B50000000169,HYROX DOUBLES,HYROX DOUBLES,M,92,Uwe Philippeit,,30-39,01:21:14
Season 2,2020 Karlsruhe,HD_999999212F07B50000000169,HYROX DOUBLES,HYROX DOUBLES,M,93,M&M's,,30-39,01:21:35
Season 2,2020 Karlsruhe,HD_999999212F07B50000000169,HYROX DOUBLES,HYROX DOUBLES,M,94,Pure Performance CrossFit - Team #2,,16-29,01:21:37
Season 2,2020 Karlsruhe,HD_999999212F07B50000000169,HYROX DOUBLES,HYROX DOUBLES,M,95,Roadrunner,,40-49,01:21:46
Season 2,2020 Karlsruhe,HD_999999212F07B50000000169,HYROX DOUBLES,HYROX DOUBLES,M,96,M.Eng,,30-39,01:21:47
Season 2,2020 Karlsruhe,HD_999999212F07B50000000169,HYROX DOUBLES,HYROX DOUBLES,M,97,Maxörn2019,,16-29,01:22:01
Season 2,2020 Karlsruhe,HD_999999212F07B50000000169,HYROX DOUBLES,HYROX DOUBLES,M,98,Cobra Kai,,30-39,01:22:15
Season 2,2020 Karlsruhe,HD_999999212F07B50000000169,HYROX DOUBLES,HYROX DOUBLES,M,99,Fitnesstraum Gym class heroes,,30-39,01:22:19
Season 2,2020 Karlsruhe,HD_999999212F07B50000000169,HYROX DOUBLES,HYROX DOUBLES,M,100,Fix und Foxi / FitInn,,30-39,01:22:23
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,1,Team Refix,,30-39,00:55:51
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,2,REFIXATION,,30-39,00:56:04
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,4,12Nation,,16-29,01:04:49
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,5,Push Guts,,40-49,01:04:53
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,6,Carbs and Cocktails,,40-49,01:06:34
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,7,CAMP STEWART,,50-59,01:09:26
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,8,VF1,,30-39,01:10:11
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,9,Prestige Worldwide,,40-49,01:11:59
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,10,Pretty Boys,,16-29,01:12:20
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,11,H&M,,30-39,01:13:08
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,12,Alpha Q Up,,30-39,01:13:32
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,13,The Squatting Dead,,16-29,01:14:16
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,14,Templum Gun Show,,30-39,01:14:28
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,15,BPX,,30-39,01:14:44
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,16,Yellow Fellows,,30-39,01:14:45
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,17,Fit Society AZ,,40-49,01:15:22
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,18,CrossFit McKinney,,30-39,01:15:51
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,19,Double Grit,,30-39,01:17:16
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,20,Too Old For This,,40-49,01:22:03
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,21,YEAAAAAAH MEN,,30-39,01:22:29
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,23,PROOF,,16-29,01:29:06
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,24,BMFers,,30-39,01:30:46
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,25,Templum Tantrum,,30-39,01:32:30
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,26,Templum Women's RX Scaled,,40-49,01:32:51
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,27,Fit Waxahachie,,30-39,01:35:00
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,28,Templum International,,30-39,01:35:41
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,29,CG Strong,,40-49,01:38:51
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,30,The Young and Reckless,,40-49,01:40:17
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,31,DSHachie,,30-39,01:41:33
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,32,DP1,,16-29,01:50:53
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,33,Worse Game of Tag Ever!,,30-39,01:52:27
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,34,Dynamic Duo,,30-39,01:57:40
Season 2,2020 Dallas,HD_999999212F07B600000001E1,HYROX DOUBLES,HYROX DOUBLES,M,35,Forever Slower,,30-39,02:12:21
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,1,CrossFit Flensburg,,30-39,00:57:57
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,3,DasPack,,16-29,01:00:29
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,4,Förderocks,,30-39,01:00:38
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,5,Beat@Tischr89,,30-39,01:01:49
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,6,mudMACHINE,,40-49,01:02:18
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,7,Luigi and Friends e.V.,,30-39,01:02:50
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,8,10th of May,,30-39,01:03:15
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,9,FORERUNNERS,,30-39,01:03:31
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,10,CF Bielefeld,,30-39,01:03:56
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,11,OCR Bros,,16-29,01:04:12
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,12,Running Machines,,30-39,01:04:34
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,14,404 - Crossfit not found,,16-29,01:05:18
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,15,Team Moselschwalbe,,16-29,01:05:32
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,16,The Whoopies,,30-39,01:05:53
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,17,Die wilden Schnecken,,30-39,01:06:05
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,18,Fabian Begehr,,40-49,01:06:05
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,19,Perspektivkader,,30-39,01:06:23
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,20,Donald Pump - Everything they say is fake news,,16-29,01:06:50
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,21,Thruster La Vista,,30-39,01:07:17
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,22,Nils Blath,,16-29,01:07:25
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,23,ME-Bros,,16-29,01:07:29
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,24,Zwei halbe Hemden,,16-29,01:07:35
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,25,Kreis Läufer,,30-39,01:08:17
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,26,Burpee Masters,,30-39,01:08:35
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,27,Andreas Grüneberg,,30-39,01:08:56
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,28,Satire Gym,,16-29,01:09:00
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,29,NextLevel Stuttgart,,30-39,01:09:10
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,30,ARS - FITNESS,,30-39,01:09:11
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,31,duo infernale,,30-39,01:09:21
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,32,Hanson Brothers,,16-29,01:09:41
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,33,Duracell Häschen,,30-39,01:10:16
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,35,Kettlebell Squad,,30-39,01:10:24
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,36,CrossFit Celle,,30-39,01:10:42
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,37,Berlin's Most Wanted,,16-29,01:11:01
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,38,David Bertothy,,30-39,01:11:19
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,39,SLR Crew,,30-39,01:11:31
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,40,2 geile Typen,,30-39,01:11:51
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,41,DRC Bullenachter,,16-29,01:12:22
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,42,Run for Fun,,30-39,01:12:40
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,44,KPM,,30-39,01:12:57
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,45,Fitpark Raiders,,30-39,01:13:00
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,46,BODY SCHOOL,,40-49,01:13:08
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,47,Crossfit Celle,,30-39,01:13:13
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,48,TagTeam Flensburg,,16-29,01:13:13
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,49,EchoMode2.0,,30-39,01:13:23
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,50,Hannes Krey,,30-39,01:13:32
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,51,Fördepakt,,16-29,01:13:36
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,52,Sntach Hammer,,30-39,01:13:42
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,53,Juicy Thighs,,30-39,01:13:47
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,54,EFES PILSEN,,40-49,01:13:55
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,55,Lars Franke,,30-39,01:13:59
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,56,Turn Down for WOD,,30-39,01:14:03
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,57,BIS EINER WEINT,,40-49,01:14:03
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,58,Mmmm Pie,,16-29,01:14:18
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,59,Backsquat Boyzz,,16-29,01:14:30
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,60,Vier Fäuste für Oldenburg,,30-39,01:14:40
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,61,Ebbelwoi & Kässchpätzle,,30-39,01:14:57
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,62,Die Glatzinatoren,,50-59,01:14:57
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,63,Lars Fiebig,,30-39,01:15:00
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,64,Newcomer,,16-29,01:15:07
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,65,Talentfrei,,30-39,01:15:12
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,66,Die Letzten ihrer Art,,30-39,01:15:13
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,67,Baller die Waldfee,,30-39,01:15:13
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,68,CFFC,,30-39,01:15:29
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,69,Horsepower,,30-39,01:15:51
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,70,Eugen Weber,,30-39,01:15:57
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,71,Hanse-Duo,,30-39,01:16:03
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,72,Workout Warriors CF Hiesfeld,,40-49,01:16:10
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,73,Duron,,16-29,01:16:25
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,74,Beast Performance,,50-59,01:16:43
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,75,Fittest on Earth,,30-39,01:17:00
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,76,clever fit Damme,,50-59,01:17:15
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,77,groß und glitschig,,30-39,01:17:30
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,78,Tide Runners Hamburg double,,30-39,01:17:32
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,79,Mi324,,16-29,01:17:34
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,80,Sergio samaniego,,16-29,01:17:45
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,81,Jannik Ramin,,16-29,01:18:04
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,82,Wasser für die Frauen,,16-29,01:18:11
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,83,GymTonic,,30-39,01:18:13
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,84,King & Kong,,16-29,01:18:29
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,85,Team Fitnessland,,30-39,01:18:29
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,86,Bumpers & Bacon,,40-49,01:18:37
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,87,Jannemann,,30-39,01:18:56
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,88,Jan Bechlers Birthday Boys,,30-39,01:19:00
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,89,REB-Steuerberatung,,30-39,01:19:13
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,90,Rudi,,30-39,01:19:13
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,91,UrWerk,,40-49,01:19:31
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,92,WOD TAN CLAN Crossfit Wolfsburg,,30-39,01:19:44
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,93,Mc Flüüüri,,16-29,01:19:54
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,94,Projekt Neuzugang,,16-29,01:20:12
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,95,THE UNBREAKABLES,,40-49,01:20:37
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,96,Blink-180two,,16-29,01:20:53
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,97,Old Boys InShape,,50-59,01:20:59
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,98,Athlevo CrossFit,,30-39,01:21:16
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,99,1984,,16-29,01:21:47
Season 2,2020 Hannover,HD_999999212F07B50000000119,HYROX DOUBLES,HYROX DOUBLES,M,100,Florian Brüsewitz,,16-29,01:22:11
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,1,Refix,,16-29,01:01:01
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,2,Hungry Dogs Run Faster,,30-39,01:02:33
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,3,Strong As Oak,,40-49,01:03:54
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,4,Team P.J.,,30-39,01:05:02
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,5,Red Squared,,30-39,01:05:41
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,6,Gray Brothers,,16-29,01:08:08
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,7,Iron Rig,,30-39,01:08:20
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,8,Ethos,,30-39,01:11:40
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,9,Keep Hammering,,30-39,01:12:22
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,10,Feast Fitness Red,,30-39,01:13:26
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,11,Thats what’s up,,16-29,01:13:53
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,12,Simon Says Run,,50-59,01:16:28
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,13,REFIX YO SELF,,30-39,01:16:28
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,14,Team Evolt,,30-39,01:16:32
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,15,Born2win,,–,01:17:02
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,16,Numbskull and Bones,,40-49,01:18:43
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,17,RedBeard - Right Fit,,16-29,01:19:28
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,19,White Men Can't Jump,,30-39,01:22:42
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,20,Stoll/Lycos,,30-39,01:23:59
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,21,Rasa/Nelson,,30-39,01:24:22
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,22,DadBod,,30-39,01:25:56
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,24,Boys Just Wanna Have Run,,30-39,01:32:59
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,25,2GFIT ATHLETICS,,30-39,01:33:10
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,26,Rocky & Apollo,,30-39,01:37:50
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,27,Team Sanchez,,30-39,01:45:02
Season 2,2020 Chicago,HD_999999212F07B50000000192,HYROX DOUBLES,HYROX DOUBLES,M,28,Team GM,,30-39,01:59:54
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,1,Shine Long,,16-29,00:58:13
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,2,Tango and Cash,,30-39,00:59:14
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,3,Adrian Deleterson,,16-29,01:00:39
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,4,Rhinos,,30-39,01:00:43
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,5,Whose House,,30-39,01:03:36
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,6,Long Brothas,,16-29,01:04:19
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,7,Matt Comite,,16-29,01:04:30
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,8,Gorilla Gang,,30-39,01:04:46
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,9,French Toast Mafia,,16-29,01:04:49
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,10,Navigators,,16-29,01:05:32
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,11,Project Sculpt,,30-39,01:06:36
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,12,150 Bay CrossFit,,16-29,01:08:29
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,13,Wentworth Lads,,16-29,01:08:45
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,14,Brazilian Storm,,30-39,01:08:58
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,15,Sculpted Spartans,,30-39,01:09:49
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,16,Twin Towers,,30-39,01:10:05
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,17,MFTK,,30-39,01:10:05
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,18,What is a shirt?,,30-39,01:10:41
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,19,Carbs and Weights,,30-39,01:10:49
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,20,Stayyy With it,,30-39,01:12:18
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,21,DONT QUIT,,16-29,01:13:04
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,22,Rebelo Villa,,16-29,01:13:43
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,23,Anytime Fitness Delaware,,30-39,01:13:49
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,24,150 Bay PB&J,,30-39,01:14:15
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,25,Maple Shamrock,,40-49,01:14:29
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,26,Eat Elite,,40-49,01:14:35
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,27,Rex Goliath,,30-39,01:16:21
